word,count
نتيجه,48
معاونت,16
سپرده,88
گذاران,45
زباله,122
شعب,19
ور,92
شوند,192
معنایی,16
ندارد.,161
کرمان,94
ممنوعیت,20
ریت,297
اى,165
نت,31
40نما,16
یادمون,55
بمونه,67
خوشبخت,26
بدونیم,29
بشیم,52
@tanasoli,52
سن,197
حیا,56
اله,37
تبریز,76
بو,86
جانا,16
فرش,45
بروی,22
سنگینی,41
کام,36
ته,236
شمایی,25
تباه,76
ولنتاین,76
بیاد,516
لوازم,31
بخرید,14
اولم,15
بیارید,28
نزارید,23
بنویسید,35
تکه,81
اهنگ,71
فیلم‌های,13
می‌بینم,36
"""",357
فضولی,19
ذهن,170
زودتر,150
نتونسته,34
اونو,78
:/,291
چنتا,40
شبا,71
بگیر,206
ناز,54
خالم,11
میدونه,83
=)),43
=)))),46
کنارش,49
درکی,20
کدام,215
رسید.,93
@ava20tar,14
چهارم,43
رکورد,58
بزارید,38
برسید,25
قلبی,46
جستجوی,22
#پرسپوليس,14
برگزار,169
مدنی,300
کورد,32
ثابت,272
دستاورد,35
محیط,156
زیست,88
روستاها,17
پذیر,65
مطالبه,72
هي,27
ميشد,38
كن,140
برنده,54
نمایندگان,175
همبستگی,32
دادگستری,74
مستقل,92
بتواند,36
جزیی,10
ظالمان,20
بانو,83
پسرای,17
۱۷۵,20
مام,38
@BBCPanah,16
خفه,195
جاکش,40
خایه,79
زر,75
معمولی,50
عدالت,252
جنایتکاران,15
بسیجی,124
بشناسیم,14
فعال,271
اصفهان,142
🔴مزدوران,20
بشناسید,38
📷,10
مشخصات,49
برایمان,15
خشم,106
گله,51
صورتی,43
@AmmarMaleki,30
ملکی,15
هستم.,71
جوابی,32
ارضا,25
#,71
دان,25
مفهوم,73
خودشه,22
راستش,68
ازون,22
میریم,74
شوش,33
:(((,64
سنت,57
فهمیده,39
۸,123
سیاه,200
کونش,17
سفیده,12
مرتیکه,22
شانس,81
پیشرفت,146
اينا,67
ایام,107
کاذب,14
برد,147
نه...,12
دوری,49
بدم,320
سینما,59
همچين,34
اعتراف,139
تماشای,39
عجیب,148
مسن,25
خیره,55
مبارز,30
کمرش,11
کله,108
جوب,12
عیب,38
عشقم,42
دیگه...,17
يک,31
جنسیتی,43
نفره,46
غذا,296
نيز,34
قبلا,188
معترض,166
ولي,269
اتفاقات,68
خلاف,103
ميرفت,11
ساكت,15
بودند.,62
هنرمندان,14
ديگري,11
نیسان,10
دکوراسیون,13
خدایی,129
دوستای,36
برسد,49
بدانم,10
قلاده,18
بوده،,65
سهل,12
#نظام,11
آشکار,74
بە,88
برکت,79
#خوزستان,35
ویرانی,36
تدریجی,11
نرم,110
کنند.,250
بودجە,11
#رشته_توییت,29
1-,30
آشوب,33
رسانه,364
ای،,30
بسیج,128
داشتیم.,26
نمیگه,36
نبینی,11
می‌کنیم,75
نادر,37
گرفتیم!,12
چطوری,98
برابری,77
پاسخگویی,33
روبرو,43
#الهه_موسوی_تنها_نیست,16
الکل,14
میده,446
دیقه,31
زدی,104
مشارکت,69
اشکال,63
چیه؟,187
مزید,12
بیکار,51
گاها,12
شعر,168
طبع,13
جناب,272
ابی,48
مست,80
شعور,153
لابد,73
تایملاینم,15
هماهنگ,48
همونو,19
زود,231
دروازه,25
بینی,91
2,109
نمای,16
ایم,167
پلید,21
اخوندی,26
تمامی,163
بریزیم,17
میبینم,159
فش,11
اخبار,178
تالاب,31
۶۰٪,10
خانگی,22
خالی,259
پشتیبانی,51
توییتری,141
بهشون,298
آروم,106
ننگ,107
سپر,38
وین,11
کمال,117
زنجان,30
مهربونی,19
نیستم,246
که!,13
❤️,74
کارشون,36
تنگ,199
می‌کنی؟,14
اراک,49
دادگاهی,34
هیات,51
ببینم.,14
پروژه,159
سوء,51
مالي,16
باشيد,55
افشاگري,12
جديد,47
پرده,122
نقاب,32
سياست,16
مجبورم,35
کوچیکه,15
ت,68
آواز,40
خواندن,68
کشورشان,16
بشنوم,14
قدم,189
تحلیلی,14
انگلستان,36
انتخابی,10
فرد,240
چشم‌انداز,21
ادامه‌ی,12
مرزهای,32
شمالی,67
#منوتو,15
جانان,16
#زن,23
نذر,18
40,92
لیوان,38
تنهای,13
گونی,27
برنج,42
بخری,19
بعنوان,109
مصمم,14
ساله,471
قضات,48
کارکنان,58
متخلف,21
آملی,12
پاکسازی,19
اکثریت,125
تشدید,17
قدیم,67
ایده,89
حرفه‌ای,38
شناخت,71
دیوانه,79
وار,36
زن‌ها,32
برسم,28
پی,332
گند,97
دخترک,12
اتاقم,26
سفارش,77
میزارم,27
اشرف,43
مخلوقات,11
تهمت,86
بزنه،,15
کنه،,97
خیانت,109
کنه...,22
خواستند,29
خوانده,47
اید,83
می‌گم,30
میتونیم,74
تفکیک,21
اشتباه,427
نیمه,107
میرین,21
سینمای,12
نمیدیم,18
دستتون,27
زمزمه,35
#قیام,92
الآن,70
نجفی,81
وکیل,86
باختن,17
شدگان,110
۲۵,59
اوله,12
كار,179
مشكل,47
ميگذره,17
بارون,130
#کورد,16
اسلحه,96
نشود,59
جنبشی,15
به‌دست,16
گرفتین,11
واس,65
:///,17
@DonyaNS90,10
هرکاری,63
بذار,137
هست.,229
#خمینی,25
نفرین,47
رذالت,15
دروغگویی,16
وقاحت,70
گاو,62
جدید,425
نامه‌ای,21
#قوه_قضائیه,26
خیزش,48
مردمی,245
مشکوک,31
بازداشت‌شدگان,29
پیچیده,54
۴۰,144
کلاه,67
احسان,29
نمیکنه,184
مبل,13
میز,48
عامل,130
ثبات,50
صدور,83
تروریسم,37
مایه,69
قصور,23
کوثر,18
کفایت,34
درِ,25
حسين,10
درخواست,198
مینویسم,27
@narrnarr95,12
تایپ,27
۶۰,58
عادت,131
نمیکنی,37
داور,40
پنالتی,20
مجموع,22
خوبه،,30
کنی،,53
پاره,155
ذره,140
مظهر,14
رقص,109
شیطان,64
88,26
بعید,59
معصوم,41
همچین,239
میزنن,195
خامنه‌ای,132
!؟,28
آدرس,57
آلترناتیو,68
می‌دن,19
بخورن,25
بگید,191
۱-,29
خانم‌ها,30
۲-,17
غنچه,16
عکسهای,22
تنه,37
زمين,59
فرقه,69
كم,88
شود...,22
طالبان,55
میکنی,402
بهش!,18
سیستان,48
بلوچستان,36
جزو,82
مدارس,100
میکنی؟,68
اسمشو,49
چ,138
اظهار,91
بهتون,138
میزنین,20
دنده,17
میر,34
حساس,44
برده,165
آمار,182
واقعیت,132
ندارید,74
مهاجرت,86
چاه,47
دونستم,10
گوشش,19
خوندی,20
موافقم.,15
بچه‌ها,38
میگیم,122
شایسته,58
سالاری,13
نکنند.,22
قومیت,11
شوند.,78
میکردم.,19
رفتنت,12
نوار,30
بهداشتی,26
تاريخ,41
سياسي,31
فرياد,50
عزيزان,22
باشيم,50
شايد,79
خلیج,24
پنجاه,51
خزر,22
روسیه,123
نیرو,57
موشک,57
سیم,46
بگیریم,90
شلوغی,14
میکردن,116
پدرم,112
رایگان,64
تقسیم,123
تقلب,76
نفری,72
درجه,180
الهدی,15
اهالی,20
توئیتر,101
فرهیخته,24
ادعای,129
مالکیت,18
بگیرن,79
کمیته,58
دیگ,65
شده،,178
کرده،,97
باران,119
خيابان,91
موحد,62
سركار,14
اخراج,94
قصاص,17
هيچ,210
نيست.,56
ايراني,44
عين,20
خورده,209
دعوا,84
پرداخت,215
بدهی,35
26,13
شدە,11
بشدت,47
کنون,46
ميگم,56
خيانت,20
برانگیز,10
بذارم,51
#بهزاد_نبوی,11
ایستادن,46
است؛,95
ناصر,24
سرش,158
نزد,70
طاقت,34
محتاج,27
#اصلاح,10
مستمر,15
#خاتمی,55
نکته,131
مشتی,41
۸۵,14
چگونه,210
ساختی,11
کلش,11
عیان,12
سینه,123
بیابان,12
يادش,10
دمش,63
بخشی,153
شماست,134
روستاهای,35
مدیریت,331
کمک‌ها,11
اره,224
جاده,152
برگشت,82
ه,69
نیم,199
ساعته,76
نهایی,38
شناخته,67
کیم,13
@Black__Opium,25
اونجاست,18
محدودیت,129
هاست.,25
هستید,195
دعوت,182
بنا,69
دلایلی,14
نمیتونن,51
خیابانهای,26
اطراف,86
بزنن,92
گلوله,73
#قيام_سراسرى,58
#زاهدان,26
#تبریز,128
#شیراز,43
#اهواز,158
#گیلان,13
#کرمان,53
#خراسان,60
#گلستان,19
#رشت,38
#کردستان,11
#ایلام,10
#بوشهر,10
قشنگی,50
باغ,98
لامپ,11
فاقد,35
منابع,96
طبیعی,89
جایگاه,83
برتر,63
قلم,72
نرسیدن,17
بگوییم,28
کارت,146
رزومه,15
اکانتم,19
@onlymehdi,13
بفهمن,39
باورش,23
کد,30
کردم.,143
😬,26
شاهزاده,145
فرمودند,58
کاست,12
ملاها,31
آمدند,27
بروند.,14
دلو,10
پرور,17
مناسب,86
ترسیدم,11
بلاکش,18
اس,135
بخوابیم,11
امواج,12
افتادم,78
😃,19
اسمِ,13
کانال,305
خروش,20
خوزستانی,10
گزارشات,11
تان,65
ادمین,48
@sp_hos,134
واسمون,21
نهایت,105
سکسی,34
نمیکنم,125
اولش,78
تاحالا,54
آیینه,17
صدقه,24
غریب,39
خوبیه,41
ببخشید,94
نبودیم,32
بخوریم,18
شد؟,101
زانو,40
بزند,35
جان؟,11
ارتباط,169
پیروزی,173
#IranProtests,254
#MEK,13
#Rajavi,13
#Iran,177
#FreeIran,47
گاز,138
اخوان,22
بروجرد,31
شهادت,128
فرزاد,13
آفرینان,42
نیروهای,378
سرکوبگر,83
#خامنه‌ای,39
پیکر,49
خانواده‌اش,12
گفته‌اند,12
مراسم,102
دفن,57
#جوانان,23
محله,57
مدرس,25
مکتب,31
تاج,63
جوجه,56
نکنین,91
شیوه,76
خیلیا,72
نیاد,48
مهران,40
مدیری,66
فرصت,211
غیاب,11
سیما,88
عمده,24
ج.,15
دیکته,14
سوپاپ,22
عید,82
دورت,10
موضوع,315
ندم,16
بیدارم,24
همونجا,57
پتو,76
دارای,91
معلولیت,12
ششم,46
چرا؟,83
پرورش,59
ببینیم,136
مسوول,15
می‌شه,97
@Hojatchs,10
غیب,30
حجت,32
حقش,24
ديكتاتور,18
@Hnnhnzz,10
@iamnotcrack,14
نداريم,33
متن,154
اونقدر,71
مشکلاتی,23
نمیشه،,21
پولی,78
بخوام,42
چهارتا,35
نصیحت,33
بکنم,55
یکیش,39
دقيقا,32
زندگي,112
خاتمي,28
امريكا,31
همتون,64
پنجشنبه,93
#بگ_بگ_آمیکا,33
کینه,37
اصولگرایی,11
دادگاههای,17
عاملان,11
کشتار,126
#ریت,72
خستگیم,16
اومدیم,41
شدیم.,39
بپرس,21
بپرسید,27
خان,66
وبلاگ,13
نویس,39
مدل,123
نگارش,10
سیاستهای,43
کارش,90
آنهم,39
مهد,27
فرانسوی,48
مختصر,18
سریع,128
بکن,102
یارو,156
چی؟,161
ببینه,79
منطقی,96
نیومده,68
آرزوهای,18
مارتین,20
کینگ,11
منظور,108
ببرید.,12
سراسر,174
@Sashtyani,34
دقیقن,20
",",253
گرایی,33
خرافات,32
تقدس,22
10,93
فیل,16
آسمانی,16
نوری,32
3000,11
خیالِ,12
@mostafatajzade,160
مصرف,125
/,201
#جمهوری_اسلامی,50
مصیبت,37
خاورمیانه,50
آخوندی,219
لبنان،,10
تغذیه,27
می‌شوند.,31
بیرونم,10
بروز,46
دستی,58
#دموکراسی,15
شهامت,38
ادمای,39
تک,206
میزدم,43
بازار,140
زنانه,25
زلزله‌زده,58
کانکس,104
دریغ,69
جوابگوی,12
سرمو,18
ماساژ,95
خواهر,161
حاشیه,96
موندن,54
شکم,73
اه,54
بسته,266
تنهايي,11
#taheri_movement,249
درونی,27
تشخیص,63
کیهان,20
زیرا,93
کسشری,10
@aabtiin,13
بشم,129
.....,56
نکردم,97
توضیحی,26
پادشاه,39
مدافع,96
اصلاحطلب,40
خوشت,26
@farhaddarush,20
موز,31
نقاشی,36
@manamspartakus,14
لایق,30
بری,202
هات,59
شریف,80
منتظر,293
بیای,56
عوضی,45
دیشب,219
دانشگاه,664
آشکارا,10
فرفری,11
حرفی,184
بغلم,36
انداز,33
نشسته,202
اینور,26
چاک,13
ندیدیم,18
میخواید,43
۲۳,39
حله,26
حواسش,24
میشه؟,72
#الهه_موسوی,10
#خبرنگار,10
@fucking_dizzy,13
گرنه,21
باگ,20
خانمها,64
مات,13
بنفش,56
اقایون,22
چار,29
سبز,109
بلدن,17
توانایی,57
کلیه,75
وقتي,177
حرفِ,10
دوستمون,19
لفظ,23
زشت,121
دارن.,49
بدنم,19
دغدغه,112
دردهای,19
چطوره,17
اصولگرا,40
طلب،,12
باخته,20
تفکر,130
بگیرند,66
برود.,18
@parisaghahrama,10
بوفون,12
شکی,29
#اسلام,23
است؟,196
فرمود,21
شوی,78
ببرند,20
عبا,17
نمیتونید,22
کاپشن,13
باستانی,33
صمیمی,40
بودن.,59
کردن!,33
می‌گن,58
همسرش,76
☺,20
فعالین,44
#خیزش_بهمن,270
#ایران_را_پس_میگیریم,275
#اعتراضات_سراسرى,128
#اعتصابات_سراسری,141
#iranprotests,109
#AllFreeProtestes,129
#RezaPahlavi,270
تونست,35
نمادین,28
بتونن,42
دخیل,14
تونل,23
زمان،,14
آمریکا،,24
موادفروش,12
کرکس،,10
محمود,194
احمدینژاد,10
میرسد,51
مسئولان,184
داشتند,81
انکار,70
سیستماتیک,23
وضعیتی,20
گروههای,27
گزینه,136
دفتر,125
تقاضای,43
جلوگیری,93
اعمال,173
سیره,11
@Taheri_Movement,516
#قاضی_صلواتی,64
@rouhani_ir,36
@FedericaMog,115
س,94
نشستن,49
سبزی,52
سیاست,199
فرا,101
شمسی,10
زمینه,125
متخصص,80
ایم.,28
ضعف,101
برطرف,36
کردنی,15
@artamirzaei,22
نداشتم,89
والله,53
بالله,13
میدید,42
صلاح,29
(,189
),187
🚶,17
#رامین_حسین_پناهی,111
هموطن,105
خال,25
جنسیت,50
منشا,13
اجتماعی,340
منحوس,27
ال,44
باشین,81
بذارید,65
بمیرید,14
نیست؟,116
همکار,33
قبلاً,11
ستار,23
بهشتی,39
کریم,34
@masafiranian,12
لال,30
ویدیویی,23
شادی,148
افسردگی,49
@ghzlehh1,10
چیزا,92
نداده,69
تزریق,27
@shadiyannn1,10
قران,118
|,143
بگین,82
حضرت,302
مزاحم,22
خونی,30
نجات,222
بدیم,136
گردشگری,18
پاسپورت,13
آلمان,78
سوئد,23
ظهور,73
شديم,20
كرديم,37
تولد,161
تفكر,16
نكردن,13
درك,48
كنن,64
شدن،,38
گروه‌های,40
باشن،,11
دوماه,19
اینگونه,94
داشتین,24
🙃,12
نفهم,41
برد،,14
#پرسپولیس,39
ببره,76
آزادیخواهی,11
شباهت,23
استراتژی,36
دوید,11
مسئولیت,98
بداند,22
بیشتری,93
وسیله,57
موقعی,57
کنم!,24
وسوسه,10
:))))),175
قرمز,135
اسکار,27
90,27
@Aghae_C,10
سرت,117
تو‌,34
ترن,22
اندر,69
شماها,192
وقتا,95
عجیبه,44
متال,13
میشناسید,15
چن,82
رمز,47
اشتغال،,12
وام,71
بهره,100
گرفتند,55
نشستند,17
سودش,12
می‌گیرند.,14
ریزش,31
#بسیج,11
ادامە,15
لی,30
تحقیق,101
ممد,32
۷۶,10
#اصلاحات,47
بشر،,13
ادعاهای,27
واشنگتن,33
زنیکه,14
هرزه,30
طبقه,77
سمت,351
مانده,137
نود,60
@zahrahb,29
@zedhashemi,21
مرد،,15
منظورت,41
غلام,11
اسد,47
مردیم,11
بهمون,100
مترو,108
میشیم,102
ازمون,59
پیاده,169
کعبه,20
نوش,34
عاقبت,79
#poetry,12
#Taheri_Movement,171
نبرد,73
عبدالله,26
ل,11
مرسي,14
😂😂,122
اعتبار,90
هاش,137
گری,59
بپوشی,11
گلم,37
بهای,23
نمیدم,32
حالت,206
@mahaya_t,14
سوسول,18
بازیه,24
قدش,12
ناراحتی,28
کیری,58
آخری,11
خلاق,14
برندینگ,56
خریت,28
خر,173
قصر,13
انبوه,14
بوده.,104
بیابون,19
ندیدم.,11
وضعیت,418
ابتکار,18
دمتون,25
زاویه,36
کنارت,13
انداخت,47
امنيتى,14
كردن,241
#محمدعلى_طاهرى,15
حبس,175
معلم,96
بيگناه,14
٧,11
ادله,10
محكوم,30
انصاف,72
هميشه,133
مزایای,23
سلبریتی,57
سیاستمدار,13
واسطه,25
نظرات,54
ابلهانه,10
نمی‌شه.,12
همت,62
تاجزاده,86
مهاجرانی,14
بهنود,59
عبدی,31
جماعتی,14
شدن.,46
میخای,26
سیزده,13
زمان:,10
۱۲بهمن,40
ظهر,98
مکان,112
⬇,14
میدان,264
فلکه,23
تهرانپارس,12
الحمدالله,12
داشتید,55
آویزون,17
نشید,20
(((:,11
بدید,226
اکتیو,33
عمام,175
چشمی,27
همچنین,89
ـ,59
ببنید,10
باشید،,17
تذکر,36
لاریجانی,64
دانشجوی,107
ساختند,15
جوانانی,13
تكرار,21
پابلیک,13
طبعا,13
انزجار,12
نمک,99
زخم,114
بله،,16
خرد,60
😄,47
معروف,122
امر,102
خیر.,11
خيلي,205
همونم,37
نوشتم,94
سروش,26
خندق,11
میزدن,32
المثل,12
ميگه,115
معني,11
خور,90
خلاصه,194
كمتر,36
كس,55
ايم,12
تسليم,12
مرام,32
حتي,68
قاتلان,11
ازين,23
چسناله,38
تایملاین,79
عه,102
ميگي,22
بذا,10
حامد,41
شه،,32
تهی,25
بگ,24
دانی,33
ورق,39
بزني,17
مشكلات,14
هاشو,22
اونوقت,142
ميان,37
مود,10
توعه,14
خلوص,10
نیت,29
بچسب,11
۳-,12
بدنت,14
۴-,11
لوله,24
یخچال,20
هستید،,19
تقبل,10
کیفیت,73
تصویری,81
بقا,11
مخاطبش,13
دستتو,22
عاشقش,32
@Rez1amat,12
@patrick_jane77,74
می‌کنی,67
آپارتاید,18
توانست,15
ساقط,18
محور,38
انتقام,61
آه,103
نرگس,63
بازي,43
متعلق,68
خودشان,161
جرات,129
تهدید,165
مذاهب,16
آقایان,73
#تاجزاده,15
تلف,32
دهد,143
لحاظ,79
فکری,112
دقت,204
مطالعه,94
بررسی,132
پشیمون,36
شدم.,72
دستش,156
اوباش,21
برهنگی,23
افسوس,23
قورت,11
لواشک,13
کوفت,29
@nedaashtiani,10
جالبه,141
اطلاع,213
رسانی,127
معین,25
ترجمه,100
پدرو,11
علوم,101
بخونم,44
بگیرم,113
@Marii_Abdi,30
کوره,14
نزدیکه,22
ابزاری,36
کرده‌اند.,25
زیادن,15
حداد,18
عادل,89
👇,43
ان‌شاءالله,13
کین,18
نتایج,69
سحر,64
نتونستم,44
@GhazalForuzan,23
قلبي,10
کهنه,22
اندیش,12
غارتگر,10
سربلندی,13
کارنامه,28
قربانی,148
نوح,20
نمیشد,58
بفهمه,40
دلتنگ,53
بهونه,41
گیری,137
اشتباهی,57
طرح,201
کامبیز,24
آیندگان,18
18,46
واردش,10
برو,463
نميدونم,33
كي,55
🤔,98
فرستادن,32
#سوريه,11
نقاط,52
ويديو,12
چندين,27
@HassanRouhani,73
می‌کند,156
كوچه,17
یک‌,18
پايين,38
1396,29
میبینی,92
ویران,52
اعراب,32
سوم,137
57,47
آلودگی,51
رشته,169
خواندنی,10
عده‌ای,29
روند,100
نوشته,447
رتبه,76
جنوبی,39
معلوم,212
وضعی,25
فاک,50
پیداش,54
نبودند,40
البرز,14
بلندی,25
هلاک,12
زندگانی,11
اوست,48
تتو,15
معیار,28
آنلاین,39
#احمدی‌نژاد,10
دبیرکل,11
نخستین,67
توییت،,11
«از,17
رئیسه,30
کلاهبرداری,10
میکنه،,56
@Babak_1992,30
کیو,30
عرزشی,244
اخوندا,31
میخواستم,62
بخندی,12
دردم,16
کفر,22
نگم,31
خوشگله,24
فاطی,27
مردانه,21
مجتبی,30
خاموش,139
بشینی,17
ولش,68
تب,48
دلتون,53
بسازیم,30
نمیاد,227
یادمه,68
اخرش,63
ده‌ها,29
نهادهای,70
بشری,70
می‌خواهم,19
چطور؟,48
لبخندت,11
خیس,40
حاج,181
کریمی,33
سینگل,18
ندارم!,10
سگی,13
گردی,12
زنانی,51
میتوانند,24
مدیون,25
@freedomyoume,10
یابی,11
مقبولیت,12
۳.,36
۵.,10
افراطی,31
موردش,24
@Reihanofski,13
مواد,119
غذایی,27
هدر,48
نمیدن,53
می‌کنن.,37
سنگين,26
فكر,171
خودتم,36
قانع,54
باشي,24
بقیش,13
هه,55
بلیت,14
سواد,88
وسطش,14
تعاونی,12
خوراکی,11
میخرن,14
مقایسه,121
اقتصاد,125
دفاعی,24
بخوانید:,18
@Amirzabijan,16
۱۰۰,84
ملیون,21
اضطراری,11
متری,35
بلوغ,31
عقلی,23
حوا,17
نمی‌توان,14
محسوب,123
کرد؛,25
عبارت,31
جسمانی,17
چیست؟,99
انصافا,38
دوش,56
گرفتید,23
توانم,20
نشین,80
دبیرستان,28
زاهدان,13
حيف,13
تايم,14
دوسال,21
برگشته,38
انا,60
اسمی,23
ناس,10
سلف,13
ایه,42
😑,85
بپرسم,28
رویکرد,23
مهمی,76
رسيد,16
مظلومیت,41
#HumanRights,41
@UNHumanRights,20
ينى,12
دارى,28
ميكنى,20
جدي,19
كوتاه,25
زيبا,25
بنظر,73
خودشم,50
میکنه؟,48
نترسید,42
بیایید,57
آمدم,16
چرخ,66
شدنش,36
نهار,14
غذای,105
خونگی,12
پیچ,24
پروین,18
میفهمه,23
ملکه,31
سیب,61
بده.,91
باشید.,61
خاطرات,95
سلطنت,112
ببرد,20
قوا,19
@amiralisafa,24
خب.,13
سوالم,18
مغزم,34
معذرت,44
صادقی,223
حیدری,23
کلانتری,22
غول,18
زنجیر,44
وجه,86
ارزشمند,34
یافت.,17
عرفان,139
کیهانی,20
نقشه,121
محو,55
دول,18
غربی,65
سهمیه,303
کنکور,54
تخصص,51
جونتون,10
#نه_به_سهمیه,466
#نه_به_پزشک_سهمیه_ای,90
بله.,15
گفتم؟,12
نه!,49
تصورش,12
نصف,143
ميخوام,59
غربت,35
مملکتی,34
۳۰,85
۲۱,75
روشنه,12
واضح,67
@RadioFarda_,44
هستید.,31
شماست.,37
تناقض,23
بیمار,59
حاضرم,30
دماغ,36
اسحاق,21
جهانگیری,43
جانبه,33
معنوی,32
بعلاوه,20
مماشات,15
نزدیکتر,27
آنست,12
درگیری,147
محتویات,13
واحد,135
حرفشو,14
بعدم,65
شکرت,20
چایی,89
@Reza_30bil,22
خخخخ,11
پولش,25
واگذاری,14
بنگاه,24
فعالیت,232
قالب,50
قرارگاه,10
خاتم,11
عمرانی,16
برایشان,55
بگیرد.,24
برتری,36
جنبه,48
@FarhadMohseni5,32
برآمده,12
پوسیده,17
نداره،,74
ماندگی,13
مدرک,97
طرفداران,45
بروند,47
میوفته,23
بیخود,33
کمکش,15
نکنی,47
قفل,61
میدونین,18
ناقص,44
مطلوب,31
طرفو,14
میگیرم,72
پیرهن,17
می‌خوام,48
یادگار,19
روزای,51
شهرستانی,10
کنم،,61
کمکم,14
کنم؟,43
سالمه,16
@alzaymer88,12
والا,247
باورتون,48
مهریه,13
دادا,11
زنگ,223
بزنم.,24
همه‌ش,13
سریالها,10
فیلمها,10
مطالب,55
آموزنده,12
📽,12
📡,11
بشنوید,36
اوقات,47
چرت,66
حالِ,22
میکنم!,11
کیرم,88
حواله,17
شمارو,43
جستجو,27
دقیق,88
آخرت,34
تصمیم‌گیری,12
کند؛,21
پشیمان,22
پشیمانی,12
سودی,21
بکشی,46
برازنده,12
#Afrin,33
نمیاد.,22
همونجوری,11
@Bigdada1981,31
مامان,128
:||,16
حامیان,43
نظام،,22
منجر,63
چپ,143
#کارگران,81
#کرج,51
۹,151
ایستگاه,46
#خیزش_ملی,134
خواننده,66
پاپ,13
و…,13
کارمند,60
کمپین,186
رانت,68
زده،,23
مدعی,92
کردن،,64
هستن.,74
روش‌های,10
رشیدی,12
صندوق,99
کسخل,74
شیم,56
جذابه,22
*_*,38
یجوری,51
میگین,72
تکون,69
برسی,26
میکند),17
سطح,219
تحصیلات,29
تحصیلی,37
الاغ,30
داشتم.,32
همینجا,34
مناسبت,79
بکشین,10
زدید,29
عاشقی,35
معمولیا,39
کول,14
میدونم,152
فریدون,43
اينو,56
روزي,42
١٠٠,12
براي,346
ریخته,85
قطره,49
ریخت,63
امضا,66
حمایتی,15
اسلامگرای,16
امضای,20
دایره,31
اغتشاشگران,11
!!,160
کافیه,73
خالیه,25
جلومون,37
کنن،,54
بلاهت,18
میریزه,29
تونه,35
@khateeree,15
@reasercher_o_i,36
@motahareh_g,16
فهمیدیم,30
تفاهم,38
ویدا,90
✌️,39
بازنشستگان,19
۶,128
استانداری,22
دانایی,16
خخخ,13
بای,28
تكه,19
جریانی,22
گوشت,66
همدیگه,64
استخون,12
جشن,179
ظلي,11
شریعتی,24
راحل,23
هستند!,35
روزهایی,21
اعدام‌های,11
می‌کردم.,12
بترس,25
میریزن,32
مهمونی,33
96,80
رسمیت,27
گفتی,140
#جشن_ملی_سده,18
نمره,88
نکنه.,18
الناس,57
اللی,47
شنیدم,70
فاحشه,43
@amirebtehaj,13
۱,103
سکو,43
قیمه,17
شبه,59
میخان,16
چندروز,16
ازمردم,11
ميبره,12
پاي,32
تخته,26
كرد؟,12
مقام,215
معظم,87
يكم,40
شاهی,10
انگلیس,74
بوسه,69
تواضع,16
بگير,21
ویترین,12
بوده؟,29
بگا,66
طور,177
طلای,12
علت,134
بمباران,38
جداست,13
خارجي,10
ميشه,260
جهل,74
دشمنی,64
مردمش,40
بدور,11
تنهایی,217
رو...,11
که...,14
باشه...,25
اشغال,69
خلقت,33
تجارت,35
شان,162
صدتا,22
بیشتره,34
لاهیجان,11
تهران.,26
عشقی,51
عر,22
بزنید,128
پسرا,89
سرطان,87
کننده,284
نیست...,71
بزارم,37
#BTSARMY,11
@BTS_twt,39
قربونت,38
تدبیری,10
قاطی,72
ادرار,13
سبب,34
دستشویی,37
هزارتا,34
کپشن,25
(از,39
...!!,10
آپدیت,22
گوگل,65
۶۰۰,12
نمی‌شد,17
هرکس,120
اینقد,99
خوابه,33
اثرات,13
غیرقابل,16
عدد,88
@jameeshenas,16
سوالی,45
مطرح,151
مهاجران,13
بنظرم,109
😋,13
@PeymanYazdani89,22
زور,230
آرزوی,66
چيه,44
بفهمم,30
^^,35
انتهای,30
دلتنگی,48
میگه:,60
کنده,23
قسم,109
لمس,27
خوشبختانه,34
عمریست,11
كودكان,25
غزه,27
ميكنند,48
اينم,24
افتخارات,17
بودیم،,28
شنیدیم,11
آتشی,14
وبا,26
میشویم,23
هیزم,15
#جشن_سده,30
بنابر,21
رسیده،,19
وکلای,31
تحقیقات,40
محلی,55
روستای,77
سکونت,24
نوجوانی,21
شناسد.,14
لذا,51
مراجع,55
برایش,47
میخواهند,50
اقرار,32
رواست,15
📣,16
خاتمی:,18
ارتفاع,27
هستش,125
30,47
زبانم,11
دادم،,12
برج,25
میلاد,13
وحدت,59
لامصب,56
نيست؟,11
ميشيم,10
حیثیت,22
شرافت,112
توطئه,43
سلب,30
نمایید.,12
جلد,44
۱۹,33
بفرمایید.,10
انجمن,31
میانگین,19
ناشی,84
دلیلش,31
بخونین,11
رقیب,32
مجتمع,39
ماتحت,14
همینجور,12
آخه؟,25
حروم,52
قرص,96
🎥,39
است/,22
نهنگ,12
ازاد,69
کسشر,111
پیامبر,100
بخشید,18
مجله,46
طاهری,201
ترکیب,40
مفهومی,16
⭕️,26
بشکه,46
واریز,59
محرمانه,22
مخفی,38
تونستن,16
بات,68
کلیک,40
ویندوز,17
منزل,134
نکنید.,104
تصوری,17
درخت,123
پلی,76
رگبار,14
بست.,11
۱۷,60
تیراندازی,29
نوجوان,34
میشوند,68
زورش,12
لابی,16
میرود,25
مدرسه,217
ميكردن,10
بسا,32
میزنن.,15
انتها,16
مبتلا,44
میتونست,23
